row, tx_hash, token_address, from_address, to_address, from_is_contract, to_is_contract, token_id, blk_number, blk_timestamp, eth_value, weth_value
63, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 6647, 12287900, 1619066242.0, 0.0, 0
64, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 23224, 12287900, 1619066242.0, 0.0, 0
65, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 22218, 12287900, 1619066242.0, 0.0, 0
66, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 17360, 12287900, 1619066242.0, 0.0, 0
67, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 12623, 12287900, 1619066242.0, 0.0, 0
68, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 25008, 12287900, 1619066242.0, 0.0, 0
69, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 24919, 12287900, 1619066242.0, 0.0, 0
70, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 13432, 12287900, 1619066242.0, 0.0, 0
71, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 7833, 12287900, 1619066242.0, 0.0, 0
72, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 10798, 12287900, 1619066242.0, 0.0, 0
73, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 24068, 12287900, 1619066242.0, 0.0, 0
74, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 9413, 12287900, 1619066242.0, 0.0, 0
75, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 15343, 12287900, 1619066242.0, 0.0, 0
76, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 21561, 12287900, 1619066242.0, 0.0, 0
77, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 14833, 12287900, 1619066242.0, 0.0, 0
78, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 14657, 12287900, 1619066242.0, 0.0, 0
79, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 10656, 12287900, 1619066242.0, 0.0, 0
80, 0x78f6b99dcf382d4cc3f431933586fb27d5002d94f909fef72845e346e56c1587, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0x9d3f10f5d553dda3f36e09ab0c3c757ba99e8894, false, false, 5534, 12287900, 1619066242.0, 0.0, 0
81, 0x78f6b99dcf382d4cc3f431933586fb27d5002d94f909fef72845e346e56c1587, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0x9d3f10f5d553dda3f36e09ab0c3c757ba99e8894, false, false, 5533, 12287900, 1619066242.0, 0.0, 0
82, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 21486, 12287900, 1619066242.0, 0.0, 0
83, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 20690, 12287900, 1619066242.0, 0.0, 0
84, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 17432, 12287900, 1619066242.0, 0.0, 0
85, 0xa94fb256385b1eea7da9d8d168aaa95f2dc05a9a9a1527e66c9b2a7a9e891522, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xbbf46514de004992d8dcbcec19f02f2e772ab51d, false, false, 16110, 12287900, 1619066242.0, 0.0, 0
86, 0xd8eb671b7720c952139c43991f0701942d4e61c67c0fb5c502556d2d0668d062, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xfca5bccedd2e12ec0557300fbc6c736c328f4122, false, false, 22768, 12287911, 1619066451.0, 0.0, 0
87, 0xd8eb671b7720c952139c43991f0701942d4e61c67c0fb5c502556d2d0668d062, 0xc3f733ca98e0dad0386979eb96fb1722a1a05e69, 0x0000000000000000000000000000000000000000, 0xfca5bccedd2e12ec0557300fbc6c736c328f4122, false, false, 19632, 12287911, 1619066451.0, 0.0, 0
